noun,Eventive_1,Eventive_2,Pluralia Tantum_1,Pluralia Tantum_2,Animate/Inanimate_1,Animate/Inanimate_2,Animate/Inanimate_3,Collective_1,Collective_2,Common_1,Common_2,Count_1,Count_2,Mass_1,Mass_2,total_score
inflation,0.56,0.98,-0.84,0.52,-0.68,-0.97,-0.96,-0.86,-0.85,0.78,0.60,0.87,0.96,0.77,-0.91,0.06
influence,0.66,0.96,-0.67,0.92,-0.85,-0.97,-0.96,-0.71,-0.86,0.96,0.67,0.93,0.97,0.93,-0.91,0.14
influx,0.93,0.98,-0.53,0.94,-0.92,-0.93,-0.92,0.91,-0.74,0.97,0.75,0.93,0.97,-0.80,-0.58,0.21
info,0.86,0.74,-0.94,0.82,-0.56,-0.96,-0.97,-0.57,-0.96,0.98,0.68,0.82,0.93,0.98,-0.91,0.13
information,0.79,0.95,-0.94,0.84,0.77,-0.97,-0.97,-0.56,-0.96,0.98,0.64,0.73,-0.84,0.98,-0.94,0.06
infrastructure,0.86,0.82,-0.78,-0.55,-0.62,-0.95,-0.92,-0.67,-0.72,0.98,0.66,0.89,0.96,0.96,-0.93,0.06
infusion,0.97,0.98,0.70,0.97,-0.63,-0.96,-0.96,0.60,-0.89,0.98,0.86,0.93,0.97,0.80,-0.89,0.38
inglenook,-0.58,0.82,-0.52,0.93,-0.52,0.79,-0.69,0.89,-0.63,0.87,0.72,0.95,0.95,-0.55,-0.74,0.20
ingrate,-0.74,0.90,-0.60,0.95,-0.66,0.96,0.91,0.90,0.86,0.58,0.57,0.94,0.87,-0.65,-0.77,0.33
ingredient,0.79,0.75,0.70,0.95,0.92,-0.93,-0.97,-0.74,-0.94,0.98,0.93,0.95,0.97,0.97,-0.82,0.35
inhabitant,-0.65,0.62,-0.70,0.94,0.89,0.96,0.94,0.64,-0.89,0.94,0.52,0.87,-0.51,-0.68,-0.79,0.15
inheritance,0.77,0.98,0.68,0.95,0.64,-0.96,-0.96,0.56,-0.86,0.97,0.88,0.88,0.95,0.97,-0.88,0.43
inhibition,0.87,0.98,-0.77,0.96,0.88,-0.97,-0.96,0.57,-0.89,0.98,0.75,0.95,0.94,0.93,-0.86,0.34
inhibitor,0.83,0.93,0.64,0.96,0.94,0.56,0.93,0.86,-0.95,0.98,0.88,0.97,0.96,0.65,-0.87,0.61
initial,-0.90,-0.79,-0.82,0.76,-0.67,-0.97,-0.94,-0.64,-0.89,0.66,-0.63,0.91,0.93,-0.91,-0.80,-0.35
initialise,-0.54,0.58,-0.87,0.77,-0.95,-0.96,-0.94,0.51,-0.86,0.51,0.52,0.87,0.84,-0.62,-0.73,-0.07
initialize,-0.60,0.97,-0.79,0.83,-0.93,-0.91,-0.55,0.72,-0.83,0.97,-0.59,0.82,0.92,-0.85,-0.60,-0.04
initiative,0.93,0.98,0.54,0.95,-0.60,-0.96,-0.96,0.93,-0.93,0.98,0.86,0.88,0.96,0.87,-0.81,0.39
injunction,0.73,0.97,0.77,0.96,0.88,-0.96,-0.96,-0.68,-0.87,0.98,0.86,0.93,0.93,0.66,-0.85,0.34
injury,0.67,0.98,0.51,0.95,-0.89,-0.96,-0.96,-0.70,-0.91,0.92,0.80,0.74,0.96,0.60,-0.90,0.20
injustice,0.59,0.98,0.76,0.94,0.58,-0.96,-0.97,-0.67,-0.87,0.79,0.72,0.94,0.96,0.94,-0.90,0.31
ink,0.87,0.91,-0.86,0.91,0.95,-0.96,-0.96,-0.77,-0.55,0.98,0.85,0.94,0.96,0.98,-0.93,0.26
inlay,0.88,0.98,0.73,0.86,-0.57,-0.84,-0.83,0.64,-0.90,0.98,0.75,0.90,0.96,0.87,-0.86,0.38
inn,-0.63,-0.81,0.66,0.94,-0.95,-0.94,-0.91,0.84,-0.54,0.97,0.90,0.91,0.81,0.53,-0.70,0.14
innervation,0.69,0.96,0.79,0.91,-0.93,-0.95,-0.82,0.83,-0.79,0.95,0.83,0.84,0.89,-0.57,-0.75,0.27
innocence,0.51,0.78,-0.66,0.93,0.65,-0.96,-0.96,-0.70,-0.86,0.76,0.56,0.92,0.95,0.96,-0.89,0.17
innocent,-0.64,-0.86,-0.64,0.88,-0.55,0.95,0.94,-0.77,0.95,0.81,-0.52,0.72,0.88,0.61,-0.84,0.10
innovation,0.96,0.98,0.54,0.96,0.63,-0.96,-0.96,0.57,-0.84,0.98,0.80,0.92,0.97,0.96,-0.91,0.43
input,0.94,0.98,-0.79,0.94,0.73,-0.96,-0.95,0.66,-0.89,0.98,0.75,0.94,0.97,0.97,-0.87,0.34
inquiry,0.91,0.98,0.53,0.96,0.71,-0.92,-0.88,0.86,-0.76,0.98,0.67,0.90,0.91,0.81,-0.84,0.44
inscription,0.90,0.96,0.63,0.97,0.64,-0.95,-0.96,0.61,-0.92,0.98,0.90,0.86,0.84,0.96,-0.88,0.43
insect,0.62,0.85,0.68,0.96,0.96,0.76,0.68,0.93,-0.80,0.98,0.93,0.83,0.97,0.95,-0.66,0.63
insectarium,0.91,0.96,0.86,0.95,-0.52,-0.95,-0.95,0.95,-0.85,0.98,0.91,0.94,0.92,0.66,-0.71,0.42
insert,0.91,0.98,0.64,0.96,-0.55,-0.94,-0.89,0.55,-0.89,0.98,0.86,0.94,0.96,-0.53,-0.78,0.29
inside,0.52,-0.79,-0.94,-0.55,-0.90,-0.96,-0.95,-0.70,-0.94,0.81,-0.74,0.82,0.80,-0.92,-0.87,-0.38
insight,0.93,0.98,-0.64,0.92,0.82,-0.97,-0.96,-0.65,-0.93,0.98,0.70,0.96,0.96,0.96,-0.80,0.26
insolence,0.73,0.98,-0.66,0.95,-0.81,-0.95,-0.89,0.62,-0.74,0.95,0.77,0.91,0.97,0.82,-0.74,0.27
insomnia,0.86,0.98,-0.64,0.83,-0.69,-0.97,-0.96,-0.60,-0.89,0.90,0.69,0.78,0.96,0.76,-0.91,0.14
inspection,0.92,0.98,-0.51,0.96,-0.90,-0.96,-0.96,0.58,-0.91,0.98,0.79,0.85,0.79,0.68,-0.87,0.24
inspector,0.67,-0.85,-0.52,0.96,0.91,0.97,0.96,0.76,-0.94,0.96,0.52,0.89,0.63,0.67,-0.77,0.35
inspiration,0.94,0.98,-0.71,0.92,0.74,-0.92,-0.83,-0.56,-0.92,0.97,0.73,0.95,0.97,0.96,-0.86,0.26
installation,0.96,0.98,0.66,0.95,-0.64,-0.95,-0.95,0.74,-0.86,0.98,0.91,0.86,0.95,0.76,-0.70,0.39
instance,0.68,0.97,-0.70,0.95,-0.93,-0.97,-0.95,0.74,-0.89,0.98,0.71,0.68,0.97,0.92,-0.79,0.24
instant,-0.60,0.97,-0.53,0.97,-0.89,-0.96,-0.93,-0.86,-0.86,0.94,0.84,0.93,0.88,0.66,-0.83,0.05
instinct,0.94,0.98,0.54,0.95,0.85,-0.97,-0.96,0.62,-0.91,0.98,0.91,0.96,0.95,0.86,-0.82,0.44
institute,0.73,0.94,0.64,0.93,-0.94,-0.71,0.90,0.95,0.61,0.98,0.64,0.90,0.96,-0.63,-0.76,0.46
institution,-0.63,0.74,0.71,0.92,-0.96,-0.88,0.51,0.93,-0.91,0.97,0.67,0.89,0.94,0.57,-0.82,0.29
instruction,0.95,0.98,-0.71,0.97,-0.72,-0.96,-0.96,0.54,-0.94,0.98,0.84,0.90,0.91,0.96,-0.87,0.27
instructor,0.83,-0.84,-0.58,0.94,0.91,0.97,0.96,0.83,-0.95,0.97,0.55,0.87,0.61,-0.54,-0.69,0.28
instrument,0.88,0.52,0.78,0.96,0.93,-0.85,-0.90,0.83,-0.93,0.98,0.94,0.90,0.96,0.95,-0.83,0.46
instrumentalist,0.65,-0.74,0.68,0.93,0.82,0.97,0.96,0.80,-0.91,0.84,0.71,0.92,0.80,-0.80,-0.77,0.35
instrumentation,0.96,0.98,-0.53,0.95,0.65,-0.96,-0.94,0.57,-0.62,0.98,0.86,0.92,0.96,0.97,-0.77,0.39
insulation,0.90,0.89,-0.70,0.63,0.74,-0.96,-0.96,-0.75,-0.66,0.98,0.81,0.94,0.96,0.97,-0.91,0.23
insurance,0.71,0.54,-0.75,0.75,-0.82,-0.96,-0.96,-0.53,-0.89,0.97,0.81,0.92,0.82,0.92,-0.91,0.11
insurgence,0.92,0.98,0.64,0.94,0.54,-0.85,-0.84,0.91,-0.56,0.96,0.78,0.94,0.96,0.51,-0.56,0.47
insurrection,0.92,0.98,0.77,0.95,0.65,-0.93,-0.78,0.94,-0.76,0.97,0.84,0.95,0.90,-0.65,-0.91,0.37
integer,0.53,0.97,0.50,0.96,0.95,-0.93,-0.74,0.82,-0.82,0.98,0.90,0.87,0.97,0.96,-0.90,0.45
integral,-0.76,-0.53,-0.55,0.83,-0.70,-0.96,-0.87,0.68,-0.82,0.97,-0.67,0.95,0.97,-0.80,-0.77,-0.16
integration,0.95,0.98,-0.57,0.95,-0.92,-0.96,-0.95,0.79,-0.91,0.98,0.76,0.95,0.96,0.81,-0.82,0.28
integrity,-0.65,0.56,-0.83,-0.77,-0.89,-0.97,-0.95,-0.63,-0.88,0.63,-0.60,0.62,0.94,0.95,-0.83,-0.24
intellect,0.63,-0.50,-0.67,0.85,0.91,-0.72,0.94,0.67,0.82,0.95,0.78,0.93,0.90,0.76,-0.87,0.43
intelligence,0.79,0.97,-0.85,0.86,0.62,-0.96,-0.80,0.61,-0.89,0.98,0.60,0.95,0.97,0.95,-0.93,0.30
intensity,0.78,0.96,-0.78,0.57,-0.78,-0.97,-0.96,-0.68,-0.90,0.96,0.68,0.95,0.97,0.88,-0.84,0.13
intent,0.71,0.95,-0.57,0.93,-0.85,-0.97,-0.96,-0.66,-0.95,0.96,0.52,0.97,0.95,0.88,-0.88,0.14
intention,-0.55,0.88,0.60,0.95,-0.84,-0.97,-0.96,-0.66,-0.94,0.97,-0.56,0.93,0.75,0.73,-0.78,0.04
intentionality,0.63,0.96,-0.75,0.79,-0.74,-0.96,-0.93,-0.56,-0.84,0.93,0.67,0.90,0.96,0.83,-0.91,0.13
interaction,0.96,0.98,0.58,0.96,0.60,-0.97,-0.97,0.82,-0.91,0.98,0.73,0.94,0.97,0.84,-0.84,0.44
interchange,0.95,0.98,0.84,0.97,-0.90,-0.96,-0.95,0.86,-0.90,0.98,0.90,0.95,0.97,0.72,-0.73,0.40
interconnection,0.94,0.98,0.77,0.95,-0.77,-0.94,-0.95,0.87,-0.87,0.98,0.84,0.94,0.97,0.70,-0.88,0.39
intercourse,0.93,0.98,-0.66,0.95,-0.83,-0.97,-0.97,0.70,-0.83,0.97,0.67,0.91,0.96,0.91,-0.90,0.27
interest,0.84,0.96,-0.69,0.91,-0.63,-0.97,-0.96,0.78,-0.90,0.93,0.70,0.95,0.95,0.94,-0.91,0.27
interface,0.91,0.93,0.57,0.94,0.59,-0.96,-0.96,0.85,-0.90,0.98,0.88,0.93,0.95,0.73,-0.82,0.43
interferometer,0.87,-0.63,0.93,0.95,0.76,-0.88,-0.91,0.83,-0.90,0.98,0.92,0.94,0.97,-0.60,-0.75,0.27
interior,0.75,-0.80,0.69,0.78,-0.82,-0.97,-0.96,-0.61,-0.89,0.97,0.81,0.96,0.85,0.52,-0.88,0.09
interject,0.56,-0.54,-0.78,0.95,-0.76,-0.96,-0.92,-0.59,-0.85,0.97,0.69,0.85,0.96,-0.91,-0.92,-0.10
interloper,0.64,0.95,0.79,0.96,0.86,0.96,0.96,0.91,-0.70,0.97,0.64,0.93,0.85,-0.56,-0.82,0.53
internet,0.89,0.80,0.62,0.84,0.67,-0.95,-0.94,0.64,-0.80,0.98,0.64,0.95,0.97,0.80,-0.90,0.40
interpretation,0.97,0.98,-0.51,0.95,-0.54,-0.96,-0.96,0.51,-0.93,0.98,0.90,0.95,0.96,0.93,-0.83,0.30
interpreter,0.77,0.55,0.90,0.97,0.96,0.96,0.95,0.83,-0.96,0.97,0.76,0.95,0.70,0.53,-0.84,0.57
interval,-0.68,0.98,0.59,0.97,-0.72,-0.97,-0.95,0.70,-0.92,0.98,0.83,0.95,0.96,0.77,-0.79,0.25
intervenor,0.59,0.77,0.54,0.95,0.85,0.96,0.96,0.94,0.69,0.93,0.52,0.94,0.74,-0.93,0.58,0.65
intervention,0.95,0.98,0.66,0.96,-0.86,-0.96,-0.96,0.56,-0.92,0.98,0.77,0.92,0.97,0.53,-0.81,0.33
interview,0.94,0.98,-0.59,0.96,-0.81,-0.94,-0.95,0.63,-0.93,0.98,0.78,0.78,0.78,-0.64,-0.90,0.14
interviewer,0.86,-0.90,-0.77,0.92,0.94,0.95,0.94,0.64,-0.96,0.96,-0.52,0.92,-0.64,-0.63,-0.89,0.06
intestine,-0.54,-0.75,0.56,0.92,0.88,-0.66,-0.51,0.81,-0.77,0.95,0.86,0.93,0.95,0.95,-0.86,0.27
introduction,0.95,0.98,0.73,0.97,-0.87,-0.96,-0.96,0.61,-0.96,0.98,0.85,0.91,0.64,0.74,-0.50,0.36
intuition,0.90,0.98,-0.50,0.93,0.90,-0.96,-0.95,0.54,-0.89,0.98,0.81,0.95,0.97,0.88,-0.83,0.36
invader,0.70,0.95,0.86,0.96,0.92,0.96,0.92,0.86,-0.86,0.96,0.61,0.95,0.73,-0.85,-0.74,0.50
invasion,0.93,0.98,0.72,0.95,-0.73,-0.96,-0.94,-0.51,-0.85,0.97,0.78,0.91,0.96,-0.86,-0.85,0.17
invention,0.88,0.98,0.77,0.96,0.57,-0.97,-0.96,-0.64,-0.95,0.98,0.93,0.91,0.95,0.89,-0.86,0.35
inventor,0.58,-0.85,0.79,0.93,0.87,0.96,0.95,0.63,-0.91,0.90,0.59,0.92,0.68,-0.61,-0.73,0.34
inventory,0.64,0.94,-0.52,0.91,-0.70,-0.96,-0.95,0.79,-0.91,0.98,0.71,0.88,0.90,0.97,-0.93,0.26
inverse,0.69,0.92,0.56,0.92,0.68,-0.80,0.66,0.59,-0.87,0.97,0.84,0.94,0.95,0.52,-0.75,0.48
inversion,0.93,0.98,0.84,0.96,-0.83,-0.96,-0.95,-0.53,-0.82,0.97,0.84,0.93,0.97,0.53,-0.85,0.28
investigation,0.95,0.98,0.57,0.94,0.69,-0.96,-0.96,0.66,-0.92,0.98,0.72,0.89,0.86,0.86,-0.88,0.41
investigator,0.80,-0.92,0.54,0.93,0.94,0.96,0.95,0.67,-0.95,0.96,0.53,0.84,-0.60,0.61,-0.83,0.32
investment,0.91,0.98,0.68,0.95,-0.64,-0.96,-0.94,0.53,-0.87,0.98,0.88,0.83,0.94,0.91,-0.89,0.37
investor,0.67,-0.71,0.63,0.94,0.89,0.97,0.97,0.92,-0.78,0.91,0.57,0.85,-0.52,-0.63,-0.87,0.28
invitation,0.91,0.97,0.60,0.96,0.54,-0.96,-0.96,0.80,-0.95,0.98,0.89,0.86,0.94,0.87,-0.86,0.43
invite,0.88,0.97,-0.62,0.96,-0.90,-0.96,-0.96,0.89,-0.94,0.98,0.86,0.88,0.92,0.78,-0.79,0.28
invoice,0.84,0.97,0.70,0.97,0.91,-0.95,-0.96,0.57,-0.94,0.98,0.93,0.88,0.97,0.97,-0.85,0.45
involvement,0.88,0.97,-0.83,0.88,-0.96,-0.97,-0.94,0.66,-0.92,0.92,0.53,0.81,0.95,0.83,-0.73,0.22
iridescence,0.85,0.97,-0.61,0.83,0.60,-0.96,-0.94,0.68,-0.60,0.95,0.75,0.89,0.94,0.90,-0.89,0.34
iris,0.70,0.92,-0.76,0.96,0.64,-0.93,0.60,0.75,0.53,0.89,0.66,0.94,0.89,0.69,0.84,0.59
iron,0.73,-0.70,0.52,0.94,-0.50,-0.96,-0.94,-0.75,-0.89,0.96,0.82,0.91,0.96,0.96,-0.93,0.14
ironclad,-0.50,-0.64,-0.58,0.95,-0.91,-0.65,0.90,0.91,-0.56,0.93,0.72,0.90,0.94,-0.88,-0.61,0.08
irony,0.64,0.96,-0.52,0.83,0.73,-0.97,-0.97,-0.76,-0.86,0.96,0.83,0.95,0.95,0.91,-0.87,0.23
irrigation,0.94,0.98,-0.70,0.78,-0.81,-0.96,-0.93,-0.83,-0.83,0.98,0.77,0.93,0.89,0.96,-0.93,0.15
ischemia,0.84,0.97,-0.66,0.78,-0.74,-0.95,-0.89,0.79,0.93,0.66,0.65,0.92,0.96,0.86,0.61,0.47
island,-0.66,-0.86,0.59,0.93,-0.96,-0.92,-0.82,0.60,-0.87,0.94,0.86,0.93,0.96,0.77,-0.85,0.11
isogloss,0.86,0.97,0.79,0.96,-0.68,-0.88,-0.85,0.89,-0.63,0.94,0.75,0.93,0.97,0.82,0.80,0.53
isolation,0.90,0.97,-0.76,0.87,-0.84,-0.97,-0.96,-0.57,-0.91,0.97,0.69,0.94,0.97,0.70,-0.79,0.15
issue,0.83,0.97,-0.72,0.94,0.78,-0.97,-0.96,0.66,-0.93,0.91,0.84,0.88,0.97,0.77,-0.89,0.32
item,0.64,0.97,-0.60,0.95,0.91,-0.96,-0.96,-0.56,-0.96,0.98,0.87,0.81,0.97,0.97,-0.90,0.25
itinerary,0.95,0.98,0.80,0.95,-0.81,-0.96,-0.94,0.57,-0.88,0.98,0.93,0.95,0.91,0.84,-0.84,0.38
ivory,0.69,0.56,-0.67,0.89,-0.61,-0.95,-0.96,-0.74,-0.72,0.97,0.75,0.92,0.94,0.97,-0.91,0.14
jack,0.52,-0.61,0.64,0.95,0.83,0.63,0.82,0.73,-0.86,0.96,0.77,0.90,0.91,0.78,-0.81,0.46
jackal,0.58,-0.62,0.83,0.95,0.92,0.95,0.94,0.77,-0.91,0.92,0.69,0.94,0.65,-0.69,-0.70,0.38
jacket,0.55,-0.88,0.79,0.96,-0.55,-0.96,-0.96,-0.73,-0.94,0.98,0.93,0.87,0.78,0.83,-0.90,0.11
jackfruit,0.81,0.58,0.81,0.96,0.85,-0.89,-0.92,0.55,-0.89,0.93,0.83,0.89,0.92,0.95,-0.80,0.42
jade,0.62,0.66,-0.65,0.94,-0.62,-0.90,-0.96,0.78,-0.64,0.93,0.69,0.94,0.92,0.88,-0.83,0.26
jaguar,0.64,0.53,0.87,0.96,0.87,0.96,0.94,0.85,-0.51,0.95,0.69,0.85,0.70,-0.58,0.62,0.60
jail,-0.64,-0.64,0.82,0.91,-0.96,-0.93,-0.68,-0.62,-0.84,0.96,0.75,0.95,0.90,-0.51,-0.85,-0.04
jailhouse,-0.83,-0.88,0.83,0.88,-0.94,-0.97,-0.92,-0.50,-0.92,0.91,0.75,0.93,0.80,-0.79,-0.80,-0.11
jalapeño,0.83,0.93,0.71,0.97,0.59,0.94,-0.63,0.90,-0.79,0.96,0.77,0.94,0.94,0.73,-0.62,0.56
jam,0.91,0.98,0.92,0.97,-0.62,-0.96,-0.96,0.96,-0.80,0.98,0.90,0.91,0.93,0.82,-0.83,0.43
jar,0.70,-0.74,0.82,0.96,0.73,-0.93,-0.96,-0.64,-0.96,0.98,0.90,0.78,0.91,0.59,-0.83,0.19
jasmine,0.81,0.73,0.73,0.94,-0.73,-0.88,-0.87,0.76,-0.80,0.75,0.53,0.92,0.97,0.54,-0.78,0.32
jaw,-0.62,-0.79,0.70,0.86,0.70,-0.93,-0.93,0.69,-0.91,0.83,0.86,0.95,0.82,0.70,-0.89,0.17
jazz,0.85,0.98,-0.71,0.82,-0.77,-0.97,-0.91,0.75,-0.69,0.93,0.76,0.93,0.86,0.97,-0.93,0.27
jealousy,0.89,0.98,-0.56,0.65,0.67,-0.97,-0.96,-0.59,-0.81,0.94,0.72,0.90,0.83,0.94,-0.92,0.22
jeans,0.90,0.57,-0.77,0.53,-0.96,-0.97,-0.97,-0.70,0.72,-0.95,0.68,0.56,-0.61,-0.96,0.76,-0.09
jeep,0.74,0.54,0.91,0.97,-0.81,0.66,-0.79,0.87,0.75,0.97,0.87,0.94,0.91,0.54,-0.62,0.55
jelly,0.86,0.81,0.83,0.91,0.92,-0.93,-0.94,0.75,-0.52,0.98,0.84,0.91,0.93,0.98,-0.86,0.48
jellybeans,0.93,0.52,-0.89,0.82,-0.95,-0.97,-0.95,-0.61,0.95,-0.95,0.64,-0.59,-0.67,-0.90,0.90,-0.13
jellyfish,0.80,0.67,0.80,0.96,0.92,0.62,-0.85,0.87,0.96,0.79,0.82,0.91,0.80,0.84,0.92,0.76
jerk,-0.62,0.95,0.94,0.96,0.78,0.94,0.93,0.76,-0.95,0.92,0.71,0.95,0.79,-0.92,-0.84,0.39
jet,0.60,-0.65,0.89,0.95,-0.88,-0.82,-0.94,0.69,-0.95,0.98,0.92,0.91,0.86,-0.81,-0.88,0.12
jewel,0.70,-0.53,0.89,0.95,0.92,-0.93,-0.89,-0.54,-0.95,0.98,0.91,0.85,0.96,0.95,-0.86,0.27
jeweller,0.64,-0.91,0.92,0.94,0.91,0.96,0.95,0.84,-0.95,0.92,0.68,0.93,0.62,-0.69,-0.77,0.36
jewellery,0.92,0.86,-0.60,0.80,-0.81,-0.96,-0.95,-0.68,-0.85,0.95,0.79,0.53,0.93,0.98,-0.90,0.14
jewelry,0.93,0.87,-0.71,0.82,0.79,-0.95,-0.95,-0.67,-0.82,0.97,0.77,0.71,0.85,0.98,-0.88,0.22
jicama,0.82,0.92,0.88,0.96,-0.51,0.61,-0.62,0.95,-0.53,0.95,0.75,0.90,0.90,-0.70,-0.51,0.42
jiffy,0.80,0.82,-0.56,0.94,-0.84,-0.94,-0.94,0.89,-0.63,0.93,0.84,0.79,0.55,-0.71,-0.73,0.15
job,0.90,0.97,0.80,0.96,-0.93,-0.97,-0.97,0.56,-0.94,0.97,0.77,0.91,0.95,0.92,-0.89,0.36
jockey,0.65,-0.88,0.90,0.94,0.90,0.96,0.94,0.79,-0.86,0.88,0.60,0.92,0.61,-0.87,-0.67,0.35
jodhpurs,0.89,0.62,-0.92,-0.66,-0.90,-0.96,-0.93,0.52,0.97,-0.95,-0.51,0.71,-0.52,-0.96,0.87,-0.13
joey,0.80,0.93,-0.76,0.91,0.78,0.95,0.87,0.93,0.71,0.93,0.63,0.91,0.75,-0.70,-0.78,0.50
jogging,0.90,0.97,-0.93,0.56,-0.94,-0.97,-0.95,0.56,-0.81,0.94,0.65,0.54,0.82,0.86,-0.94,0.16
joint,-0.61,0.96,0.62,0.96,-0.96,-0.97,-0.96,0.91,-0.88,0.94,0.81,0.91,0.95,-0.53,-0.83,0.16
joke,0.88,0.97,0.90,0.97,0.86,-0.96,-0.97,-0.53,-0.92,0.97,0.92,0.93,0.92,0.91,-0.88,0.38
jot,-0.76,-0.65,-0.57,0.91,-0.82,0.90,-0.71,0.85,-0.92,0.92,0.59,0.89,0.93,-0.86,-0.87,0.00
journal,0.80,0.88,0.89,0.96,0.64,-0.84,-0.96,0.94,-0.95,0.98,0.88,0.93,0.89,0.76,-0.89,0.45
journalism,0.90,0.97,-0.89,-0.68,0.54,-0.94,-0.76,0.81,0.62,0.98,0.59,0.68,0.96,0.96,-0.93,0.30
journalist,0.71,-0.77,0.88,0.95,0.95,0.97,0.96,0.58,-0.93,0.95,0.65,0.86,0.58,0.63,-0.73,0.45
journey,0.93,0.97,0.87,0.96,-0.91,-0.97,-0.96,0.75,-0.95,0.97,0.81,0.93,0.95,-0.65,-0.87,0.27
joy,0.93,0.98,0.64,0.86,-0.54,-0.96,-0.96,-0.52,-0.87,0.96,0.69,0.94,0.95,0.93,-0.91,0.28
judge,0.57,-0.81,0.84,0.94,0.86,0.95,0.95,0.69,-0.96,0.95,-0.56,0.81,0.54,-0.74,-0.73,0.24
judgment,0.90,0.98,0.54,0.93,0.62,-0.97,-0.96,0.58,-0.94,0.98,0.67,0.92,0.92,0.90,-0.79,0.41
judo,0.80,0.97,-0.58,0.92,-0.86,-0.80,0.91,0.94,0.61,0.83,0.71,0.93,0.93,-0.53,-0.90,0.37
jug,0.58,-0.82,0.86,0.97,0.60,-0.92,-0.96,-0.63,-0.95,0.98,0.92,0.84,0.88,0.63,-0.84,0.18
juggernaut,0.55,-0.62,0.95,0.91,0.67,0.58,-0.84,0.93,-0.88,0.96,0.89,0.96,0.75,-0.80,-0.75,0.29
juice,0.95,0.87,0.70,0.97,0.94,-0.95,-0.97,0.50,-0.77,0.98,0.83,0.92,0.96,0.98,-0.93,0.45
julienne,0.56,0.84,0.61,0.95,-0.67,0.89,0.85,0.95,-0.67,0.88,0.55,0.95,0.78,-0.96,-0.67,0.39
jumbo,0.63,0.56,0.80,0.93,-0.62,-0.78,-0.51,0.93,-0.79,0.85,0.65,0.84,0.67,-0.60,-0.70,0.25
jump,0.93,0.98,0.78,0.97,-0.93,-0.96,-0.96,-0.52,-0.88,0.98,0.81,0.90,0.96,-0.67,-0.86,0.18
jumper,0.72,0.86,0.91,0.96,0.90,0.96,0.95,0.90,-0.92,0.98,0.79,0.91,0.60,0.82,-0.82,0.61
jumpsuit,0.63,-0.55,0.92,0.96,-0.95,-0.96,-0.95,-0.71,-0.96,0.97,0.86,0.91,0.68,-0.73,-0.85,0.02
jungle,0.61,-0.70,0.83,0.82,-0.83,-0.96,-0.93,-0.56,-0.84,0.96,0.84,0.96,0.95,0.91,-0.89,0.15
junior,0.63,-0.74,0.90,0.90,0.63,0.96,0.96,-0.50,0.81,0.71,0.56,0.88,0.68,-0.64,-0.74,0.37
junk,0.75,0.97,0.51,0.73,-0.86,-0.96,-0.95,-0.59,-0.85,0.95,0.77,0.91,0.94,0.98,-0.87,0.24
junker,0.68,0.94,0.92,0.95,0.87,0.97,0.95,0.94,-0.92,0.97,0.63,0.96,0.63,-0.72,-0.79,0.50
junket,0.89,0.98,0.88,0.95,0.62,0.94,0.72,0.91,-0.83,0.97,0.86,0.93,0.87,0.64,-0.85,0.62
jury,0.68,-0.65,0.87,0.88,0.70,0.94,0.94,0.95,0.95,0.90,0.52,0.95,0.57,-0.54,-0.84,0.50
justice,-0.59,0.97,-0.55,0.91,-0.60,0.80,-0.84,-0.54,-0.87,0.77,-0.52,0.82,0.64,0.94,-0.90,0.05
justification,0.91,0.96,0.77,0.95,-0.94,-0.97,-0.97,-0.62,-0.93,0.97,0.91,0.93,0.94,0.90,-0.81,0.28
jute,0.77,0.50,0.71,0.96,-0.64,-0.92,-0.85,0.68,-0.83,0.94,0.78,0.97,0.96,0.77,-0.84,0.34
kale,0.94,0.53,0.52,0.90,0.69,-0.95,-0.89,0.54,-0.61,0.93,0.72,0.94,0.87,0.98,-0.84,0.40
kamikaze,0.93,0.97,0.92,0.96,0.64,0.50,-0.72,0.95,0.94,0.85,0.71,0.95,0.93,-0.62,0.51,0.66
kangaroo,0.63,-0.60,0.88,0.95,0.67,0.94,0.71,0.79,-0.81,0.89,0.67,0.92,0.83,-0.57,-0.60,0.40
karate,0.79,0.94,-0.61,0.81,-0.89,-0.89,-0.81,0.94,0.58,0.86,0.52,0.91,0.93,0.51,-0.83,0.33
kayak,0.79,0.87,0.92,0.96,-0.83,-0.74,-0.89,0.61,-0.94,0.97,0.92,0.95,0.79,0.69,-0.83,0.36
kazoo,0.78,0.87,0.89,0.96,0.61,0.90,0.70,0.91,0.84,0.94,0.78,0.94,0.95,-0.51,0.63,0.75
kebab,0.94,0.90,0.93,0.98,-0.89,-0.95,-0.94,-0.55,-0.89,0.97,0.89,0.92,0.91,0.93,-0.80,0.31
keep,-0.75,-0.80,-0.58,-0.57,-0.93,-0.95,-0.90,0.87,0.83,0.85,-0.73,0.85,0.63,-0.90,-0.91,-0.22
keeper,-0.67,-0.90,0.83,0.95,0.87,0.96,0.95,0.80,-0.96,0.93,0.61,0.94,0.57,0.51,-0.87,0.33
kendo,0.84,0.97,0.54,0.93,-0.79,-0.83,-0.51,0.94,0.84,0.96,0.60,0.95,0.94,0.59,-0.74,0.50
kennel,0.82,0.67,0.90,0.95,-0.92,-0.89,-0.90,0.84,-0.87,0.97,0.78,0.91,0.87,-0.52,-0.69,0.27
